timestamp,load_kW,kWh,month,energy_period
2025-01-01 00:00:00,95.90175697543859,23.975439243859647,1,1
2025-01-01 00:15:00,92.93076616476293,23.232691541190732,1,1
2025-01-01 00:30:00,96.6081486770684,24.1520371692671,1,1
2025-01-01 00:45:00,100.7037695532827,25.175942388320674,1,1
2025-01-01 01:00:00,96.07253206833168,24.01813301708292,1,1
2025-01-01 01:15:00,96.07261186745004,24.01815296686251,1,1
2025-01-01 01:30:00,104.88645665073653,26.221614162684133,1,1
2025-01-01 01:45:00,100.94078320136724,25.23519580034181,1,1
2025-01-01 02:00:00,98.23465288581563,24.55866322145391,1,1
2025-01-01 02:15:00,103.32498444457747,25.831246111144367,1,1
2025-01-01 02:30:00,98.26511684558201,24.566279211395504,1,1
2025-01-01 02:45:00,98.25348764058873,24.563371910147183,1,1
2025-01-01 03:00:00,104.75529388471975,26.188823471179937,1,1
2025-01-01 03:15:00,93.60157962762841,23.400394906907103,1,1
2025-01-01 03:30:00,94.57638432177497,23.64409608044374,1,1
2025-01-01 03:45:00,100.59317644225167,25.14829411056292,1,1
2025-01-01 04:00:00,100.37926371024845,25.094815927562113,1,1
2025-01-01 04:15:00,107.39511524846708,26.84877881211677,1,1
2025-01-01 04:30:00,100.93334599901266,25.233336499753165,1,1
2025-01-01 04:45:00,98.26737626628918,24.566844066572294,1,1
2025-01-01 05:00:00,114.9872461589903,28.746811539747576,1,1
2025-01-01 05:15:00,105.92661571128143,26.481653927820357,1,1
2025-01-01 05:30:00,107.49779008849693,26.874447522124232,1,1
2025-01-01 05:45:00,99.50395982764485,24.875989956911212,1,1
2025-01-01 06:00:00,104.68517274064916,26.17129318516229,1,1
2025-01-01 06:15:00,108.21118525658397,27.052796314145994,1,1
2025-01-01 06:30:00,101.42117134594977,25.355292836487443,1,1
2025-01-01 06:45:00,109.63586693549216,27.40896673387304,1,1
2025-01-01 07:00:00,103.91855183613768,25.97963795903442,1,1
2025-01-01 07:15:00,105.57350893816674,26.393377234541685,1,1
2025-01-01 07:30:00,103.9128311869773,25.978207796744325,1,1
2025-01-01 07:45:00,117.05834367209317,29.264585918023293,1,1
2025-01-01 08:00:00,150.349119649354,37.5872799123385,1,0
2025-01-01 08:15:00,142.49398796772323,35.62349699193081,1,0
2025-01-01 08:30:00,156.63827391897482,39.159568479743704,1,0
2025-01-01 08:45:00,141.26681674790458,35.316704186976146,1,0
2025-01-01 09:00:00,148.81460288047447,37.20365072011862,1,0
2025-01-01 09:15:00,132.8458927799972,33.2114731949993,1,0
2025-01-01 09:30:00,137.49603312073964,34.37400828018491,1,0
2025-01-01 09:45:00,148.72621956787498,37.181554891968744,1,0
2025-01-01 10:00:00,148.42522411751807,37.10630602937952,1,0
2025-01-01 10:15:00,144.36650107875428,36.09162526968857,1,0
2025-01-01 10:30:00,142.31232327297434,35.578080818243585,1,0
2025-01-01 10:45:00,140.98501871253373,35.24625467813343,1,0
2025-01-01 11:00:00,128.0972318847812,32.0243079711953,1,0
2025-01-01 11:15:00,133.3443576116075,33.33608940290188,1,0
2025-01-01 11:30:00,135.13706006265537,33.78426501566384,1,0
2025-01-01 11:45:00,145.63411555143244,36.40852888785811,1,0
2025-01-01 12:00:00,135.4412042278194,33.86030105695485,1,0
2025-01-01 12:15:00,121.41575641333237,30.353939103333094,1,0
2025-01-01 12:30:00,135.3111510676375,33.827787766909374,1,0
2025-01-01 12:45:00,130.5897524695624,32.6474381173906,1,0
2025-01-01 13:00:00,123.65234293535303,30.91308573383826,1,0
2025-01-01 13:15:00,131.89834792265452,32.97458698066363,1,0
2025-01-01 13:30:00,134.58168337725968,33.64542084431492,1,0
2025-01-01 13:45:00,133.94355844373626,33.485889610934066,1,0
2025-01-01 14:00:00,117.9987974355468,29.4996993588867,1,0
2025-01-01 14:15:00,121.26275443209825,30.315688608024562,1,0
2025-01-01 14:30:00,125.20702837467975,31.301757093669938,1,0
2025-01-01 14:45:00,129.1747403090276,32.2936850772569,1,0
2025-01-01 15:00:00,116.1786271708236,29.0446567927059,1,0
2025-01-01 15:15:00,117.92548975303362,29.481372438258404,1,0
2025-01-01 15:30:00,112.44606614956507,28.111516537391267,1,0
2025-01-01 15:45:00,111.91119303228686,27.977798258071715,1,0
2025-01-01 16:00:00,456.39468054707726,114.09867013676931,1,2
2025-01-01 16:15:00,468.31770582303295,117.07942645575824,1,2
2025-01-01 16:30:00,436.9978277562311,109.24945693905778,1,2
